time,value
7871,-1390
7872,-446
7873,1215
7874,3186
7875,4785
7876,5341
7877,4569
7878,2789
7879,798
7880,-555
7881,-854
7882,-345
7883,207
7884,-38
7885,-1546
7886,-4169
7887,-7222
7888,-9763
7889,-10903
7890,-10032
7891,-6926
7892,-1808
7893,4627
7894,11259
7895,16707
7896,19646
7897,19187
7898,15190
7899,8352
7900,45
7901,-8070
7902,-14495
7903,-18263
7904,-19110
7905,-17411
7906,-13939
7907,-9554
7908,-4961
7909,-630
7910,3129
7911,6033
7912,7758
7913,8030
7914,6820
7915,4500
7916,1813
7917,-382
7918,-1481
7919,-1400
7920,-581
7921,279
7922,600
7923,182
7924,-782
7925,-1902
7926,-2843
7927,-3456
7928,-3751
7929,-3763
7930,-3469
7931,-2802
7932,-1752
7933,-423
7934,992
7935,2328
7936,3545
7937,4703
7938,5841
7939,6839
7940,7392
7941,7151
7942,5939
7943,3899
7944,1463
7945,-855
7946,-2695
7947,-3961
7948,-4740
7949,-5114
7950,-5013
7951,-4252
7952,-2706
7953,-510
7954,1891
7955,3900
7956,5027
7957,5085
7958,4205
7959,2681
7960,782
7961,-1320
7962,-3479
7963,-5444
7964,-6813
7965,-7151
7966,-6202
7967,-4056
7968,-1157
7969,1865
7970,4420
7971,6119
7972,6800
7973,6476
7974,5268
7975,3392
7976,1161
7977,-1058
7978,-2940
7979,-4317
7980,-5210
7981,-5750
7982,-6030
7983,-5996
7984,-5465
7985,-4265
7986,-2380
7987,-8
7988,2508
7989,4817
7990,6657
7991,7869
7992,8359
7993,8060
7994,6959
7995,5154
7996,2882
7997,485
7998,-1669
7999,-3250
8000,-3995
8001,-3724
8002,-2404
8003,-246
8004,2229
8005,4287
8006,5252
8007,4850
8008,3408
8009,1727
8010,670
8011,655
8012,1389
8013,1999
8014,1510
8015,-612
8016,-4147
8017,-8199
8018,-11576
8019,-13239
8020,-12630
8021,-9762
8022,-5151
8023,333
8024,5635
8025,9693
8026,11666
8027,11154
8028,8341
8029,3954
8030,-956
8031,-5357
8032,-8520
8033,-10142
8034,-10279
8035,-9164
8036,-7056
8037,-4205
8038,-920
8039,2341
8040,4988
8041,6455
8042,6453
8043,5143
8044,3121
8045,1175
8046,-77
8047,-451
8048,-224
8049,94
8050,76
8051,-406
8052,-1202
8053,-2062
8054,-2828
8055,-3477
8056,-4008
8057,-4315
8058,-4176
8059,-3411
8060,-2055
8061,-403
8062,1152
8063,2367
8064,3288
8065,4135
8066,5048
8067,5884
8068,6278
8069,5925
8070,4856
8071,3478
8072,2291
8073,1521
8074,946
8075,93
8076,-1339
8077,-3165
8078,-4757
8079,-5431
8080,-4892
8081,-3409
8082,-1594
8083,14
8084,1235
8085,2223
8086,3183
8087,4116
8088,4793
8089,4960
8090,4567
8091,3812
8092,2967
8093,2159
8094,1311
8095,288
8096,-885
8097,-1959
8098,-2618
8099,-2731
8100,-2480
8101,-2234
8102,-2273
8103,-2569
8104,-2809
8105,-2640
8106,-1929
8107,-851
8108,242
8109,1050
8110,1457
8111,1515
8112,1349
8113,1089
8114,897
8115,979
8116,1506
8117,2446
8118,3434
8119,3858
8120,3169
8121,1261
8122,-1365
8123,-3787
8124,-5122
8125,-4969
8126,-3594
8127,-1749
8128,-293
8129,159
8130,-593
8131,-2338
8132,-4545
8133,-6465
8134,-7274
8135,-6306
8136,-3349
8137,1143
8138,6077
8139,10066
8140,11931
8141,11129
8142,7893
8143,3051
8144,-2322
8145,-7214
8146,-10855
8147,-12751
8148,-12684
8149,-10725
8150,-7235
8151,-2812
8152,1840
8153,6050
8154,9275
8155,11123
8156,11359
8157,9949
8158,7147
8159,3530
8160,-96
8161,-2946
8162,-4525
8163,-4798
8164,-4130
8165,-3069
8166,-2097
8167,-1487
8168,-1300
8169,-1459
8170,-1828
8171,-2244
8172,-2557
8173,-2670
8174,-2587
8175,-2385
8176,-2118
8177,-1700
8178,-888
8179,571
8180,2700
8181,5141
8182,7232
8183,8316
8184,8093
8185,6776
8186,4942
8187,3184
8188,1806
8189,754
8190,-204
8191,-1218
8192,-2224
8193,-3007
8194,-3380
8195,-3298
8196,-2839
8197,-2084
8198,-1048
8199,256
8200,1688
8201,2903
8202,3446
8203,2983
8204,1523
8205,-537
8206,-2576
8207,-4022
8208,-4574
8209,-4249
8210,-3273
8211,-1920
8212,-409
8213,1109
8214,2483
8215,3531
8216,4047
8217,3878
8218,3007
8219,1599
8220,-26
8221,-1486
8222,-2463
8223,-2813
8224,-2598
8225,-2024
8226,-1325
8227,-649
8228,-39
8229,514
8230,981
8231,1270
8232,1288
8233,1045
8234,701
8235,491
8236,564
8237,861
8238,1116
8239,1006
8240,334
8241,-872
8242,-2380
8243,-3862
8244,-4961
8245,-5321
8246,-4610
8247,-2654
8248,367
8249,3776
8250,6526
8251,7609
8252,6587
8253,3889
8254,647
8255,-1881
8256,-2970
8257,-2751
8258,-2017
8259,-1667
8260,-2184
8261,-3450
8262,-4968
8263,-6216
8264,-6871
8265,-6769
8266,-5756
8267,-3651
8268,-422
8269,3555
8270,7415
8271,10057
8272,10618
8273,8889
8274,5398
8275,1132
8276,-2904
8277,-6008
8278,-7846
8279,-8322
8280,-7449
8281,-5344
8282,-2317
8283,1083
8284,4169
8285,6329
8286,7226
8287,6860
8288,5488
8289,3501
8290,1342
8291,-518
8292,-1628
8293,-1676
8294,-653
8295,1072
8296,2857
8297,4059
8298,4308
8299,3632
8300,2344
8301,816
8302,-696
8303,-2083
8304,-3280
8305,-4172
8306,-4599
8307,-4453
8308,-3755
8309,-2634
8310,-1221
8311,438
8312,2346
8313,4412
8314,6333
8315,7620
8316,7804
8317,6682
8318,4444
8319,1576
8320,-1370
8321,-3995
8322,-6101
8323,-7601
8324,-8389
8325,-8316
8326,-7289
8327,-5420
8328,-3057
8329,-685
8330,1267
8331,2571
8332,3215
8333,3312
8334,2987
8335,2338
8336,1475
8337,568
8338,-171
8339,-562
8340,-546
8341,-219
8342,227
8343,597
8344,759
8345,668
8346,344
8347,-144
8348,-686
8349,-1133
8350,-1356
8351,-1311
8352,-1094
8353,-916
8354,-984
8355,-1367
8356,-1922
8357,-2343
8358,-2310
8359,-1658
8360,-456
8361,1016
8362,2391
8363,3345
8364,3700
8365,3453
8366,2753
8367,1838
8368,938
8369,196
8370,-367
8371,-817
8372,-1221
8373,-1580
8374,-1825
8375,-1903
8376,-1868
8377,-1872
8378,-2036
8379,-2257
8380,-2141
8381,-1161
8382,991
8383,4074
8384,7252
8385,9425
8386,9777
8387,8217
8388,5415
8389,2407
8390,10
8391,-1570
8392,-2722
8393,-4052
8394,-5921
8395,-8208
8396,-10391
8397,-11822
8398,-11977
8399,-10549
8400,-7436
8401,-2752
8402,3069
8403,9161
8404,14285
8405,17149
8406,16888
8407,13439
8408,7584
8409,634
8410,-6069
8411,-11521
8412,-15159
8413,-16727
8414,-16113
8415,-13325
8416,-8617
8417,-2624
8418,3656
8419,9075
8420,12650
8421,13826
8422,12584
8423,9400
8424,5118
8425,774
8426,-2634
8427,-4399
8428,-4335
8429,-2843
8430,-735
8431,1137
8432,2245
8433,2552
8434,2371
8435,2070
8436,1812
8437,1527
8438,1072
8439,432
8440,-226
8441,-673
8442,-780
8443,-580
8444,-161
8445,467
8446,1409
8447,2746
8448,4341
8449,5783
8450,6543
8451,6269
8452,4987
8453,3072
8454,997
8455,-933
8456,-2666
8457,-4273
8458,-5748
8459,-6919
8460,-7547
8461,-7520
8462,-6951
8463,-6093
8464,-5167
8465,-4241
8466,-3285
8467,-2334
8468,-1570
8469,-1247
8470,-1469
8471,-2045
8472,-2550
8473,-2584
8474,-2041
8475,-1174
8476,-413
8477,-81
8478,-220
8479,-650
8480,-1161
8481,-1659
8482,-2138
8483,-2547
8484,-2691
8485,-2318
8486,-1314
8487,147
8488,1658
8489,2812
8490,3437
8491,3646
8492,3682
8493,3705
8494,3716
8495,3671
8496,3661
8497,3942
8498,4742
8499,5973
8500,7102
8501,7342
8502,6092
8503,3343
8504,-219
8505,-3503
8506,-5512
8507,-5764
8508,-4434
8509,-2193
8510,105
8511,1721
8512,2227
8513,1614
8514,299
8515,-968
8516,-1340
8517,-204
8518,2509
8519,6217
8520,9847
8521,12206
8522,12387
8523,10043
8524,5454
8525,-584
8526,-6952
8527,-12440
8528,-16008
8529,-17025
8530,-15425
8531,-11690
8532,-6648
8533,-1186
8534,3958
8535,8230
8536,11167
8537,12344
8538,11465
8539,8597
8540,4323
8541,-345
8542,-4330
8543,-6929
8544,-8048
8545,-8082
8546,-7561
8547,-6808
8548,-5853
8549,-4600
8550,-3067
8551,-1468
8552,-94
8553,886
8554,1500
8555,1860
8556,1990
8557,1764
8558,1058
8559,-20
8560,-1043
8561,-1439
8562,-840
8563,653
8564,2482
8565,3945
8566,4574
8567,4324
8568,3480
8569,2386
8570,1229
8571,17
8572,-1285
8573,-2611
8574,-3771
8575,-4552
8576,-4821
8577,-4555
8578,-3779
8579,-2521
8580,-841
8581,1082
8582,2903
8583,4193
8584,4624
8585,4126
8586,2914
8587,1365
8588,-156
8589,-1396
8590,-2205
8591,-2479
8592,-2155
8593,-1282
8594,-89
8595,1037
8596,1708
8597,1716
8598,1131
8599,221
8600,-718
8601,-1508
8602,-2097
8603,-2460
8604,-2501
8605,-2069
8606,-1076
8607,374
8608,1960
8609,3258
8610,3919
8611,3812
8612,3059
8613,1978
8614,987
8615,483
8616,720
8617,1676
8618,2995
8619,4066
8620,4274
8621,3323
8622,1449
8623,-646
8624,-2120
8625,-2419
8626,-1543
8627,-12
8628,1411
8629,2073
8630,1642
8631,161
8632,-2030
8633,-4378
8634,-6204
8635,-6828
8636,-5788
8637,-3082
8638,713
8639,4579
8640,7410
8641,8438
8642,7468
8643,4853
8644,1254
8645,-2614
8646,-6119
8647,-8725
8648,-9995
8649,-9670
8650,-7797
8651,-4795
8652,-1356
8653,1801
8654,4158
8655,5490
8656,5786
8657,5109
8658,3551
8659,1316
8660,-1175
8661,-3296
8662,-4422
8663,-4212
8664,-2793
8665,-701
8666,1378
8667,2900
8668,3621
8669,3565
8670,2889
8671,1771
8672,387
8673,-1063
8674,-2356
8675,-3312
8676,-3848
8677,-3976
8678,-3721
8679,-3034
8680,-1801
8681,34
8682,2327
8683,4688
8684,6594
8685,7604
8686,7537
8687,6490
8688,4729
8689,2548
8690,196
8691,-2095
8692,-4069
8693,-5457
8694,-6070
8695,-5882
8696,-5033
8697,-3743
8698,-2191
8699,-484
8700,1275
8701,2883
8702,4028
8703,4396
8704,3856
8705,2573
8706,961
8707,-511
8708,-1526
8709,-2019
8710,-2118
8711,-2003
8712,-1786
8713,-1495
8714,-1131
8715,-734
8716,-392
8717,-186
8718,-145
8719,-226
8720,-352
8721,-455
8722,-497
8723,-460
8724,-331
8725,-95
8726,244
8727,649
8728,1051
8729,1371
8730,1549
8731,1559
8732,1408
8733,1127
8734,758
8735,346
8736,-73
8737,-475
8738,-829
8739,-1073
8740,-1098
8741,-775
8742,-26
8743,1078
8744,2275
8745,3166
8746,3352
8747,2589
8748,907
8749,-1379
8750,-3736
8751,-5530
8752,-6175
8753,-5289
8754,-2864
8755,644
8756,4373
8757,7315
8758,8704
8759,8341
8760,6664
8761,4496
8762,2599
8763,1293
8764,362
8765,-717
8766,-2392
8767,-4745
8768,-7438
8769,-9863
8770,-11370
8771,-11424
8772,-9686
8773,-6087
8774,-934
8775,5008
8776,10572
8777,14469
8778,15697
8779,13904
8780,9487
8781,3413
8782,-3132
8783,-9044
8784,-13458
8785,-15775
8786,-15678
8787,-13197
8788,-8794
8789,-3324
8790,2162
8791,6714
8792,9725
8793,10983
8794,10572
8795,8743
8796,5866
8797,2476
8798,-719
8799,-2972
8800,-3775
8801,-3102
8802,-1439
8803,440
8804,1848
8805,2451
8806,2308
8807,1679
8808,807
8809,-204
8810,-1337
8811,-2559
8812,-3767
8813,-4809
8814,-5535
8815,-5795
8816,-5408
8817,-4163
8818,-1938
8819,1129
8820,4535
8821,7520
8822,9352
8823,9647
8824,8495
8825,6340
8826,3694
8827,924
8828,-1774
8829,-4242
8830,-6229
8831,-7404
8832,-7522
8833,-6578
8834,-4828
8835,-2649
8836,-366
8837,1809
8838,3696
8839,5039
8840,5510
8841,4876
8842,3198
8843,901
8844,-1384
8845,-3114
8846,-4047
8847,-4246
8848,-3910
8849,-3172
8850,-2063
8851,-628
8852,931
8853,2239
8854,2900
8855,2713
8856,1780
8857,434
8858,-948
8859,-2097
8860,-2878
8861,-3227
8862,-3096
8863,-2470
8864,-1431
8865,-173
8866,1079
8867,2197
8868,3195
8869,4140
8870,4994
8871,5532
8872,5434
8873,4505
8874,2858
8875,897
8876,-887
8877,-2157
8878,-2839
8879,-3037
8880,-2859
8881,-2342
8882,-1520
8883,-559
8884,228
8885,558
8886,425
8887,203
8888,454
8889,1532
8890,3263
8891,4940
8892,5695
8893,5010
8894,3025
8895,462
8896,-1776
8897,-3061
8898,-3282
8899,-2796
8900,-2182
8901,-1989
8902,-2578
8903,-4030
8904,-6095
8905,-8164
8906,-9366
8907,-8832
8908,-6079
8909,-1316
8910,4510
8911,10001
8912,13790
8913,14974
8914,13320
8915,9216
8916,3470
8917,-2895
8918,-8802
8919,-13280
8920,-15635
8921,-15610
8922,-13431
8923,-9676
8924,-5041
8925,-136
8926,4541
8927,8501
8928,11171
8929,11986
8930,10682
8931,7585
8932,3649
8933,126
8934,-1992
8935,-2423
8936,-1644
8937,-523
8938,215
8939,340
8940,82
8941,-196
8942,-326
8943,-424
8944,-709
8945,-1238
8946,-1797
8947,-2050
8948,-1794
8949,-1119
8950,-325
8951,326
8952,818
8953,1379
8954,2269
8955,3533
8956,4905
8957,5934
8958,6229
8959,5635
8960,4236
8961,2238
8962,-142
8963,-2678
8964,-5053
8965,-6822
8966,-7518
8967,-6881
8968,-5043
8969,-2524
8970,-3
8971,2005
8972,3342
8973,4165
8974,4702
8975,5009
8976,4904
8977,4115
8978,2530
8979,342
8980,-2000
8981,-4012
8982,-5391
8983,-6100
8984,-6286
8985,-6111
8986,-5642
8987,-4851
8988,-3705
8989,-2253
8990,-660
8991,855
8992,2082
8993,2877
8994,3175
8995,2985
8996,2387
8997,1524
8998,571
8999,-318
9000,-1080
9001,-1753
9002,-2432
9003,-3170
9004,-3888
9005,-4354
9006,-4248
9007,-3286
9008,-1355
9009,1398
9010,4550
9011,7475
9012,9489
9013,10065
9014,9029
9015,6657
9016,3616
9017,728
9018,-1338
9019,-2313
9020,-2383
9021,-2050
9022,-1874
9023,-2227
9024,-3163
9025,-4427
9026,-5539
9027,-5935
9028,-5129
9029,-2884
9030,629
9031,4782
9032,8611
9033,11119
9034,11635
9035,10055
9036,6844
9037,2798
9038,-1286
9039,-4831
9040,-7515
9041,-9156
9042,-9598
9043,-8707
9044,-6483
9045,-3195
9046,598
9047,4155
9048,6761
9049,7925
9050,7488
9051,5653
9052,2927
9053,9
9054,-2375
9055,-3684
9056,-3744
9057,-2817
9058,-1489
9059,-424
9060,-94
9061,-633
9062,-1861
9063,-3431
9064,-4984
9065,-6224
9066,-6924
9067,-6911
9068,-6099
9069,-4520
9070,-2340
9071,210
9072,2905
9073,5553
9074,7932
9075,9713
9076,10471
9077,9839
9078,7736
9079,4503
9080,807
9081,-2621
9082,-5285
9083,-7027
9084,-7917
9085,-8039
9086,-7374
9087,-5879
9088,-3671
9089,-1116
9090,1276
9091,3096
9092,4220
9093,4767
9094,4877
9095,4512
9096,3484
9097,1691
9098,-613
9099,-2795
9100,-4118
9101,-4157
9102,-3032
9103,-1307
9104,371
9105,1617
9106,2395
9107,2846
9108,3051
9109,2965
9110,2543
9111,1910
9112,1361
9113,1157
9114,1284
9115,1406
9116,1108
9117,234
9118,-938
9119,-1849
9120,-2040
9121,-1448
9122,-412
9123,612
9124,1360
9125,1853
9126,2227
9127,2487
9128,2440
9129,1851
9130,698
9131,-749
9132,-2082
9133,-3026
9134,-3553
9135,-3750
9136,-3565
9137,-2721
9138,-933
9139,1697
9140,4468
9141,6300
9142,6315
9143,4396
9144,1312
9145,-1715
9146,-3705
9147,-4412
9148,-4308
9149,-4127
9150,-4362
9151,-5030
9152,-5820
9153,-6380
9154,-6485
9155,-5978
9156,-4645
9157,-2242
9158,1267
9159,5432
9160,9285
9161,11659
9162,11710
9163,9323
9164,5140
9165,220
9166,-4416
9167,-8076
9168,-10426
9169,-11331
9170,-10732
9171,-8652
9172,-5288
9173,-1068
9174,3404
9175,7483
9176,10604
9177,12338
9178,12427
9179,10837
9180,7854
9181,4105
9182,433
9183,-2385
9184,-3927
9185,-4250
9186,-3767
9187,-2958
9188,-2130
9189,-1366
9190,-649
9191,-29
9192,336
9193,280
9194,-232
9195,-1051
9196,-1921
9197,-2606
9198,-2952
9199,-2851
9200,-2184
9201,-844
9202,1140
9203,3475
9204,5614
9205,6944
9206,7062
9207,5945
9208,3919
9209,1460
9210,-1019
9211,-3252
9212,-5066
9213,-6291
9214,-6757
9215,-6386
9216,-5279
9217,-3706
9218,-1957
9219,-199
9220,1558
9221,3335
9222,5015
9223,6276
9224,6716
9225,6085
9226,4458
9227,2224
9228,-105
9229,-2113
9230,-3597
9231,-4535
9232,-4975
9233,-4954
9234,-4510
9235,-3712
9236,-2683
9237,-1558
9238,-441
9239,597
9240,1462
9241,2002
9242,2053
9243,1546
9244,606
9245,-464
9246,-1332
9247,-1809
9248,-1927
9249,-1865
9250,-1791
9251,-1749
9252,-1676
9253,-1512
9254,-1283
9255,-1075
9256,-924
9257,-737
9258,-343
9259,356
9260,1247
9261,2028
9262,2380
9263,2173
9264,1541
9265,773
9266,129
9267,-277
9268,-425
9269,-261
9270,369
9271,1596
9272,3315
9273,5061
9274,6129
9275,5933
9276,4362
9277,1910
9278,-562
9279,-2265
9280,-2885
9281,-2681
9282,-2276
9283,-2266
9284,-2912
9285,-4023
9286,-5072
9287,-5413
9288,-4511
9289,-2115
9290,1621
9291,6117
9292,10442
9293,13531
9294,14493
9295,12898
9296,8934
9297,3350
9298,-2767
9299,-8285
9300,-12283
9301,-14196
9302,-13861
9303,-11481
9304,-7542
9305,-2715
9306,2252
9307,6638
9308,9834
9309,11422
9310,11243
9311,9457
9312,6535
9313,3149
9314,-30
9315,-2550
9316,-4299
9317,-5446
9318,-6239
9319,-6799
9320,-7046
9321,-6814
9322,-6040
9323,-4874
9324,-3611
9325,-2501
9326,-1581
9327,-688
9328,361
9329,1572
9330,2718
9331,3469
9332,3617
9333,3206
9334,2465
9335,1626
9336,768
9337,-167
9338,-1226
9339,-2301
9340,-3136
9341,-3492
9342,-3319
9343,-2808
9344,-2250
9345,-1821
9346,-1469
9347,-976
9348,-161
9349,975
9350,2228
9351,3327
9352,4071
9353,4367
9354,4174
9355,3437
9356,2117
9357,313
9358,-1651
9359,-3268
9360,-4050
9361,-3766
9362,-2547
9363,-800
9364,1004
9365,2521
9366,3583
9367,4138
9368,4155
9369,3628
9370,2631
9371,1371
9372,141
9373,-811
9374,-1394
9375,-1694
9376,-1865
9377,-2010
9378,-2119
9379,-2110
9380,-1894
9381,-1405
9382,-572
9383,687
9384,2375
9385,4277
9386,5873
9387,6481
9388,5589
9389,3222
9390,70
9391,-2767
9392,-4304
9393,-4182
9394,-2846
9395,-1295
9396,-570
9397,-1260
9398,-3267
9399,-5894
9400,-8116
9401,-8914
9402,-7560
9403,-3862
9404,1689
9405,7929
9406,13277
9407,16230
9408,15897
9409,12328
9410,6448
9411,-345
9412,-6695
9413,-11626
9414,-14591
9415,-15337
9416,-13792
9417,-10108
9418,-4799
9419,1204
9420,6722
9421,10680
9422,12458
9423,12041
9424,9907
9425,6776
9426,3379
9427,342
9428,-1854
9429,-2924
9430,-2877
9431,-2058
9432,-1053
9433,-427
9434,-450
9435,-985
9436,-1630
9437,-2019
9438,-2071
9439,-1991
9440,-2065
9441,-2400
9442,-2832
9443,-3043
9444,-2796
9445,-2079
9446,-1067
9447,28
9448,1096
9449,2116
9450,3059
9451,3792
9452,4115
9453,3878
9454,3084
9455,1878
9456,432
9457,-1154
9458,-2842
9459,-4542
9460,-6012
9461,-6888
9462,-6845
9463,-5795
9464,-3947
9465,-1710
9466,494
9467,2361
9468,3705
9469,4393
9470,4309
9471,3435
9472,1962
9473,305
9474,-1042
9475,-1749
9476,-1821
9477,-1548
9478,-1288
9479,-1224
9480,-1285
9481,-1261
9482,-1004
9483,-538
9484,5
9485,522
9486,1025
9487,1578
9488,2159
9489,2594
9490,2642
9491,2184
9492,1355
9493,500
9494,-21
9495,-25
9496,428
9497,1134
9498,1871
9499,2467
9500,2768
9501,2614
9502,1922
9503,840
9504,-185
9505,-570
9506,48
9507,1479
9508,2967
9509,3565
9510,2714
9511,630
9512,-1777
9513,-3420
9514,-3650
9515,-2581
9516,-946
9517,361
9518,732
9519,32
9520,-1492
9521,-3404
9522,-5193
9523,-6298
9524,-6162
9525,-4417
9526,-1148
9527,2964
9528,6795
9529,9203
9530,9500
9531,7701
9532,4408
9533,472
9534,-3338
9535,-6476
9536,-8559
9537,-9298
9538,-8519
9539,-6304
9540,-3088
9541,419
9542,3469
9543,5547
9544,6485
9545,6397
9546,5510
9547,4047
9548,2244
9549,417
9550,-1035
9551,-1759
9552,-1627
9553,-830
9554,202
9555,1019
9556,1353
9557,1194
9558,698
9559,45
9560,-654
9561,-1361
9562,-2056
9563,-2699
9564,-3233
9565,-3591
9566,-3674
9567,-3332
9568,-2390
9569,-760
9570,1416
9571,3708
9572,5512
9573,6308
9574,5904
9575,4511
9576,2593
9577,602
9578,-1219
9579,-2845
9580,-4317
9581,-5576
9582,-6419
9583,-6600
9584,-5993
9585,-4680
9586,-2911
9587,-993
9588,806
9589,2279
9590,3268
9591,3655
9592,3399
9593,2578
9594,1384
9595,47
9596,-1247
9597,-2391
9598,-3315
9599,-3923
9600,-4068
9601,-3617
9602,-2546
9603,-996
9604,766
9605,2450
9606,3841
9607,4820
9608,5334
9609,5359
9610,4908
9611,4072
9612,3028
9613,1989
9614,1104
9615,395
9616,-219
9617,-836
9618,-1469
9619,-2034
9620,-2404
9621,-2478
9622,-2211
9623,-1581
9624,-562
9625,845
9626,2540
9627,4265
9628,5650
9629,6339
9630,6135
9631,5052
9632,3266
9633,1031
9634,-1355
9635,-3526
9636,-5047
9637,-5526
9638,-4830
9639,-3253
9640,-1462
9641,-187
9642,183
9643,-170
9644,-641
9645,-625
9646,42
9647,955
9648,1388
9649,750
9650,-1067
9651,-3650
9652,-6288
9653,-8265
9654,-9022
9655,-8202
9656,-5659
9657,-1560
9658,3484
9659,8419
9660,11992
9661,13183
9662,11600
9663,7609
9664,2136
9665,-3676
9666,-8764
9667,-12271
9668,-13573
9669,-12364
9670,-8805
9671,-3637
9672,1948
9673,6684
9674,9701
9675,10778
9676,10241
9677,8605
9678,6279
9679,3530
9680,692
9681,-1666
9682,-2861
9683,-2492
9684,-813
9685,1264
9686,2633
9687,2634
9688,1432
9689,-149
9690,-1211
9691,-1359
9692,-871
9693,-385
9694,-384
9695,-884
9696,-1520
9697,-1890
9698,-1852
9699,-1552
9700,-1209
9701,-899
9702,-520
9703,49
9704,782
9705,1480
9706,1908
9707,1955
9708,1664
9709,1117
9710,317
9711,-811
9712,-2276
9713,-3881
9714,-5227
9715,-5896
9716,-5680
9717,-4686
9718,-3251
9719,-1749
9720,-450
9721,494
9722,991
9723,989
9724,528
9725,-184
9726,-814
9727,-1071
9728,-892
9729,-478
9730,-127
9731,18
9732,82
9733,339
9734,934
9735,1704
9736,2261
9737,2287
9738,1805
9739,1178
9740,828
9741,903
9742,1167
9743,1212
9744,818
9745,157
9746,-332
9747,-290
9748,287
9749,1078
9750,1724
9751,2122
9752,2453
9753,2926
9754,3460
9755,3615
9756,2880
9757,1114
9758,-1188
9759,-3050
9760,-3523
9761,-2229
9762,383
9763,3223
9764,5042
9765,4951
9766,2737
9767,-1089
9768,-5469
9769,-9108
9770,-10835
9771,-9943
9772,-6431
9773,-1045
9774,4933
9775,10070
9776,13200
9777,13703
9778,11582
9779,7365
9780,1938
9781,-3633
9782,-8290
9783,-11188
9784,-11893
9785,-10480
9786,-7482
9787,-3688
9788,109
9789,3279
9790,5416
9791,6334
9792,6077
9793,4955
9794,3530
9795,2444
9796,2135
9797,2581
9798,3270
9799,3472
9800,2653
9801,772
9802,-1727
9803,-4202
9804,-6161
9805,-7419
9806,-8008
9807,-7980
9808,-7306
9809,-5962
9810,-4081
9811,-1992
9812,-61
9813,1549
9814,2972
9815,4484
9816,6187
9817,7792
9818,8696
9819,8328
9820,6495
9821,3500
9822,-59
9823,-3608
9824,-6798
9825,-9448
9826,-11346
9827,-12144
9828,-11474
9829,-9223
9830,-5720
9831,-1675
9832,2118
9833,5105
9834,7106
9835,8205
9836,8526
9837,8095
9838,6877
9839,4914
9840,2419
9841,-260
9842,-2769
9843,-4835
9844,-6277
9845,-6950
9846,-6737
9847,-5611
9848,-3717
9849,-1379
9850,1022
9851,3190
9852,4980
9853,6319
9854,7082
9855,7054
9856,6060
9857,4170
9858,1788
9859,-480
9860,-2122
9861,-2972
9862,-3218
9863,-3174
9864,-3017
9865,-2683
9866,-2019
9867,-1012
9868,118
9869,1071
9870,1729
9871,2292
9872,3115
9873,4356
9874,5716
9875,6518
9876,6116
9877,4364
9878,1797
9879,-614
9880,-2000
9881,-2065
9882,-1215
9883,-289
9884,-104
9885,-1081
9886,-3106
9887,-5626
9888,-7848
9889,-8952
9890,-8299
9891,-5631
9892,-1231
9893,4055
9894,9017
9895,12455
9896,13584
9897,12268
9898,8981
9899,4546
9900,-175
9901,-4486
9902,-7903
9903,-10107
9904,-10911
9905,-10279
9906,-8370
9907,-5542
9908,-2284
9909,890
9910,3536
9911,5324
9912,6055
9913,5682
9914,4349
9915,2395
9916,305
9917,-1430
9918,-2472
9919,-2742
9920,-2420
9921,-1840
9922,-1345
9923,-1165
9924,-1375
9925,-1904
9926,-2593
9927,-3258
9928,-3743
9929,-3958
9930,-3894
9931,-3587
9932,-3074
9933,-2332
9934,-1273
9935,206
9936,2132
9937,4357
9938,6530
9939,8157
9940,8758
9941,8042
9942,6048
9943,3156
9944,-36
9945,-2928
9946,-5119
9947,-6496
9948,-7163
9949,-7255
9950,-6780
9951,-5592
9952,-3537
9953,-667
9954,2630
9955,5695
9956,7846
9957,8651
9958,8086
9959,6475
9960,4297
9961,1996
9962,-114
9963,-1814
9964,-2932
9965,-3336
9966,-3000
9967,-2052
9968,-763
9969,561
9970,1684
9971,2476
9972,2861
9973,2747
9974,2026
9975,653
9976,-1241
9977,-3323
9978,-5145
9979,-6306
9980,-6581
9981,-5944
9982,-4514
9983,-2489
9984,-140
9985,2187
9986,4093
9987,5248
9988,5522
9989,5046
9990,4115
9991,3012
9992,1867
9993,682
9994,-524
9995,-1581
9996,-2192
9997,-2143
9998,-1507
9999,-690
10000,-223
10001,-429
10002,-1223
10003,-2164
10004,-2723
10005,-2562
10006,-1629
10007,-65
10008,1927
10009,4096
10010,6037
10011,7135
10012,6731
10013,4502
10014,818
10015,-3237
10016,-6290
10017,-7348
10018,-6297
10019,-3909
10020,-1367
10021,384
10022,1037
10023,876
10024,423
10025,84
10026,34
10027,337
10028,1082
10029,2357
10030,4059
10031,5744
10032,6705
10033,6311
10034,4377
10035,1315
10036,-2061
10037,-4939
10038,-6847
10039,-7725
10040,-7740
10041,-7027
10042,-5591
10043,-3409
10044,-636
10045,2288
10046,4719
10047,6058
10048,5985
10049,4578
10050,2269
10051,-313
10052,-2522
10053,-3856
10054,-4084
10055,-3303
10056,-1917
10057,-491
10058,459
10059,672
10060,212
10061,-619
10062,-1470
10063,-2117
10064,-2517
10065,-2737
10066,-2836
10067,-2786
10068,-2482
10069,-1808
10070,-704
10071,808
10072,2614
10073,4506
10074,6174
10075,7237
10076,7343
10077,6317
